"","sample","spot","cage","sample_id","Apo_Sym","treatment","full_treatment","Date_Deployed","Date_Collected","Notes","airbrush_date","airbrush_volume","Initials","surface_area","cre.umol","cre.umol.mgprot","chla.ug.cm2","chlc2.ug.cm2","prot_ug.cm2","prot_mg.cm2","prot_ug","sym.cm2","lipids.mg.cm2","percent_lipids","AFDW.mg.cm2","calice_density","ratio","chl_ug.sym","prot_biomass"
"87",104,"B2","S2","S2-B2-104","APO","shade","apo_shade","2023.06.23","2023.10.09","","2023.11.28",9,"HLE",13.31476323,3.77800157134104,0.369434292515369,0.31795158,0.065617014,768.05351336783,0.76805351336783,10226.4506784623,1478.6218620577,0.00141947698757539,0.51,0.00277135983288529,1.87761506293041,0.488154922593797,NA,277.139584782176
"88",105,"C2","S4","S4-C2-105","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.28",9.5,"TL",8.100278552,1.18217199895202,0.138040897819894,0.526821389,0.22684868,1057.2384260405,1.0572384260405,8563.92574680607,334247.764767485,NA,NA,NA,3.20976616212543,0.586772078673351,1.57614035015754e-06,NA
"89",106,"B1","G2","G2-B1-106","APO","control","apo_control","2023.06.23","2023.10.09","","2023.11.28",9,"TL",5.690807799,2.4429083903322,0.381773510163011,2.018307489,0.634655066,1124.41717868736,1.12441717868736,6398.84204980361,770980.176271457,NA,NA,NA,2.63582966246652,0.532532642829596,2.61784615365956e-06,NA
"90",107,"A1","G5","G5-A1-107","APO","control","apo_control","2023.06.23","2023.10.09","","2023.11.27",10,"TL",5.114206128,1.94565264261655,0.622403697121762,0.476939452,0.155204929,611.244432299817,0.611244432299817,3126.0300213736,141150.939546174,NA,NA,NA,1.56427015254634,0.404330339926175,3.3789321809224e-06,NA
"91",108,"B1","D5","D5-B1-108","APO","deep","apo_deep","2023.06.21","2023.10.10","","2023.11.28",12.5,"TL",21.60167131,3.66264411404903,0.129218614174027,0.07041797,0.029497139,1312.14638786165,1.31214638786165,28344.5549811911,34357.873951004,0.00173597678910336,0.382894737,0.00451353965166874,2.45351386193275,1.28202302903421,2.04954387167318e-06,290.713384422473
"92",109,"B3","G2","G2-B3-109","APO","control","apo_control","2023.06.21","2023.10.09","","2023.11.30",7.5,"HLE",6.206128134,3.95748202521379,0.408764748997618,2.897227081,0.677415114,1560.0006414519,1.5600006414519,9681.5638699727,1206468.80600645,NA,NA,NA,1.93357271085953,0.493085780397774,2.40141068428462e-06,NA
"93",110,"C4","D4","D4-C4-110","SYM","deep","sym_deep","2023.06.23","2023.10.10","","2023.11.28",10,"HLE",12.67688022,3.8471489913261,0.2036351902948,0.24121997,0.206182432,1490.30029785275,1.49030029785275,18892.3583677096,41167.4632041289,NA,NA,NA,2.05097780753505,0.631149798909151,5.85948103734035e-06,NA
"94",114,"C3","D1","D1-C3-114","SYM","deep","sym_deep","2023.06.21","2023.10.10","","2023.11.17",9.5,"TL",10.28969359,5.30747507037225,0.183678102566196,0.179257443,0.170617325,2808.200654003,2.808200654003,28895.5242689285,13848.808883725,NA,NA,NA,1.94369247490877,0.71990523938075,1.2943888857522e-05,NA
"95",116,"A4","S1","S1-A4-116","APO","shade","apo_shade","2023.06.23","2023.10.09","","2023.11.28",6.5,"TL",8.849582173,3.98206084369349,1.27245087902149,0.14456756,0.052828765,353.625927207022,0.353625927207022,3129.44170132185,3902.02038073103,NA,NA,NA,1.35599622280608,0.463500633573908,3.70494118159669e-05,NA
"96",117,"A3","G5","G5-A3-117","APO","control","apo_control","2023.06.21","2023.10.09","","2023.11.17",8,"TL",5.760445682,2.81879203068341,0.384117220749911,0.730406448,0.203664797,1273.9229784046,1.2739229784046,7338.36412015137,275276.31942698,NA,NA,NA,2.43036750502598,0.488154922593797,2.6533573593269e-06,NA
"97",118,"C1","G1","G1-C1-118","SYM","control","sym_control","2023.06.23","2023.10.09","","2023.11.28",7,"TL",6.512534819,3.17444698647388,0.395614865624682,0.262173902,0.085316243,1232.0984697458,1.2320984697458,8024.08418465617,56877.495013052,NA,NA,NA,3.07100085540441,0.389537766514242,4.60944881520956e-06,NA
"98",119,"D3","D4","D4-D3-119","SYM","deep","sym_deep","2023.06.21","2023.10.10","","2023.11.28",13,"TL",19.61281337,5.00129368872393,0.238079321468538,0.169403284,-0.009246506,1071.07722894836,1.07107722894836,21006.837796221,97560.5826610688,NA,0.640316206,0.00523637267446246,1.73356057382399,1.10451214809101,1.73639065470239e-06,204.545645532823
"99",120,"B1","S2","S2-B1-120","APO","shade","apo_shade","2023.06.23","2023.10.09","","2023.11.28",11.5,"TL",13.46239554,1.4465589726841,0.17705241434947,0.216042221,0.084504834,606.892742019697,0.606892742019697,8170.23014342434,43512.4081935866,NA,NA,NA,2.22842954739094,0.660734945733017,4.96507157312068e-06,NA
"100",121,"C2","D5","D5-C2-121","SYM","deep","sym_deep","2023.06.21","2023.10.10","","2023.11.30",8.5,"HLE",11.35654596,5.7919193178661,0.318274374468498,0.440354328,0.22908704,1602.41339750568,1.60241339750568,18197.881395693,246370.39085694,NA,NA,NA,2.11331861681648,0.857969257892127,1.78736708769399e-06,NA
"101",122,"B1","S4","S4-B1-122","APO","shade","apo_shade","2023.06.23","2023.10.09","","2023.11.30",6.5,"HLE",12.39832869,1.57147593353865,0.21346465847616,0.11733033,0.068455799,593.770484769668,0.593770484769668,7361.76163659498,1638.32565726244,NA,NA,NA,2.01640080893839,0.606495509889262,7.16159998348882e-05,NA
"102",123,"D1","D4","D4-D1-123","SYM","deep","sym_deep","2023.06.21","2023.10.10","","2023.12.2",8.5,"TL",8.922005571,1.83721148624144,0.0978231909899459,0.123485875,0.110203641,2105.01326280383,2.10501326280383,18780.9400577647,258122.316969354,NA,NA,NA,2.35373087731061,0.690320092556884,4.78400614289624e-07,NA
"103",124,"A2","G1","G1-A2-124","APO","control","apo_control","2023.06.21","2023.10.09","","2023.12.4",7.5,"TL",11.88300836,1.18615224039242,0.0761809616771967,0.360993392,0.125757296,1310.29046330214,1.31029046330214,15570.1925294476,263900.975661688,NA,NA,NA,3.02953586409831,0.685389234752906,1.36791230534434e-06,NA
"104",125,"C3","G1","G1-C3-125","SYM","control","sym_control","2023.06.21","2023.10.09","","2023.11.28",12,"HLE",9.880222841,4.43856636545681,0.335813257911058,1.965178348,0.40997051,1337.7597960013,1.3377597960013,13217.3648922235,577669.157047305,NA,NA,NA,2.53030730200309,0.729766954988706,3.40190976794538e-06,NA
"105",126,"A4","G1","G1-A4-126","APO","control","apo_control","2023.06.21","2023.10.09","","2023.11.30",6,"HLE",5.506963788,2.19500876125552,0.453021893971049,0.043254325,-0.0869717,879.842316779753,0.879842316779753,4845.25977765612,2723.82397586959,NA,NA,NA,1.63429438552175,0.50294749600573,1.58800000966255e-05,NA
"106",127,"B1","G5","G5-B1-127","APO","control","apo_control","2023.06.21","2023.10.09","","2023.11.27",11,"TL",18.64623955,2.60008333589236,0.164123707188189,0.321502716,0.082944338,849.619928118546,0.849619928118546,15842.2167061522,96601.2474080866,0.00153382133289176,0.4793956045,0.0031856289221598,1.44801314643627,0.927001267147815,3.32814248911124e-06,266.703984952057
"107",128,"C3","D2","D2-C3-128","SYM","deep","sym_deep","2023.06.21","2023.10.10","","2023.11.27",13.5,"TL",13.2729805,2.40816127427635,0.134183182658948,0.257234048,0.100617002,1352.13178891773,1.35213178891773,17946.8188677351,121416.77598336,0.00101710388258312,0.2316017315,0.0043735466951074,1.5068205667898,0.631149798909151,2.11860384132794e-06,309.161393070373
"108",131,"A4","D1","D1-A4-131","APO","deep","apo_deep","2023.06.23","2023.10.10","","2023.11.27",12.5,"TL",10.84958217,9.76496395653892,0.412692152086413,0.054869625,-0.017425786,2180.87824880676,2.18087824880676,23661.6177631947,55085.6466761061,0.00149775353053988,0.350877193,0.00426283697153657,1.84338896066446,0.601564652085285,9.96078439863359e-07,511.602546231236
"109",132,"D4","S4","S4-D4-132","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.16",12.5,"TL",14.32311978,7.47237970632172,0.407900761660958,1.495207887,0.268185288,1278.98894963687,1.27898894963687,18319.1119229453,646899.917219012,NA,NA,NA,3.42104239527626,0.690320092556884,2.31134345081975e-06,NA
"110",133,"B4","S5","S5-B4-133","APO","shade","apo_shade","2023.06.23","2023.10.09","","2023.11.28",12.5,"TL",13.43175487,1.87577697785034,0.154357681774684,0.549017675,0.221815766,904.732510568788,0.904732510568788,12152.1453048797,149676.39639853,0.00102369348853371,0.3470588235,0.00297801742118899,2.30796350142146,0.759352101812572,3.668031087134e-06,303.803632621991
"111",134,"C4","G4","G4-C4-134","SYM","control","sym_control","2023.06.23","2023.10.09","","2023.11.28",7,"HLE",11.21169916,1.59795816970688,0.184299092013163,0.895226334,0.331200913,773.340535696654,0.773340535696654,8670.46143446412,636834.782855519,NA,NA,NA,1.96223602560524,0.45856977576993,1.4057434645543e-06,NA
"112",136,"D1","D5","D5-D1-136","SYM","deep","sym_deep","2023.06.21","2023.10.10","","2023.12.2",7,"TL",10.1448468,4.02405173802496,0.338403953211485,0.019716907,-0.0062618,1172.148497171,1.172148497171,11891.26693065,1293.76029611408,NA,NA,NA,1.57715540859621,0.498016638201752,1.5240000067417e-05,NA
"113",137,"B1","D4","D4-B1-137","APO","deep","apo_deep","2023.06.23","2023.10.10","","2023.12.4",10,"TL",16.7632312,3.42908951040414,0.100359773944352,0.049866082,0.037626994,2038.26859222042,2.03826859222042,34167.9676590893,745.67962768419,0.00143170488515364,0.423125,0.00340029910223991,1.90893984687153,0.754421244008595,6.68733329283327e-05,599.438029106831
"114",138,"D3","G4","G4-D3-138","SYM","control","sym_control","2023.06.21","2023.10.09","","2023.11.16",14,"TL",25.17548747,1.74214820898192,0.251841845863118,0.907155556,0.098151029,274.776328600697,0.274776328600697,6917.62801773945,1073961.32973468,0.00211316662938086,0.633333333,0.0033365788884961,1.78745297598005,1.04534185444328,8.44681769150953e-07,82.3527144968981
"115",139,"A4","D2","D2-A4-139","APO","deep","apo_deep","2023.06.23","2023.10.10","","2023.11.27",9,"TL",8.136490251,3.09831777010017,0.337794537428443,0.020481804,0.018278766,1127.29148683313,1.12729148683313,9172.19619265308,60491.3770946273,NA,NA,NA,2.08935296123665,0.650873230125062,3.3859047328283e-07,NA
"116",141,"C4","S4","S4-C4-141","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.28",8,"TL",6.245125348,1.25444042465286,0.197007387592115,0.833023045,0.108564674,1019.59188220844,1.01959188220844,6367.47910819494,291026.984843796,NA,NA,NA,2.88224799295093,0.41419205553413,2.86235671735771e-06,NA
"117",142,"D1","S4","S4-D1-142","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.28",9.5,"HLE",9.144846797,5.73025457769172,0.718307689820623,1.861750708,0.176835931,872.342369969032,0.872342369969032,7977.43732789869,783672.231923122,NA,NA,NA,2.84313128225717,0.340229188474464,2.37567522767942e-06,NA
"118",143,"D3","S4","S4-D3-143","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.28",7.5,"HLE",9.724233983,1.0243227639065,0.149492206535831,1.806202682,0.394099166,704.632826861843,0.704632826861843,6852.01448050729,420823.63579013,NA,NA,NA,1.85104554574353,0.571979505261418,4.29206567404112e-06,NA
"119",145,"C4","D2","D2-C4-145","SYM","deep","sym_deep","2023.06.21","2023.10.10","","2023.11.16",7.5,"TL",6.540389972,2.65273187104607,0.234014429466139,0.303298046,0.468922727,1733.19358984903,1.73319358984903,11335.7619745833,40613.0217253351,NA,NA,NA,3.36371379905235,0.389537766514242,7.46799999397231e-06,NA
"120",146,"C3","S1","S1-C3-146","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.16",15,"TL",29.77715877,1.70475789028043,0.0855583953814195,0.531174755,0.294059284,669.139737609189,0.669139737609189,19925.080206105,282095.416318325,0.000503741814854151,0.242857143,0.00206534144090202,2.04855004707355,1.32146989146603,1.88296131122034e-06,323.985044001707
"121",147,"B4","S4","S4-B4-147","APO","shade","apo_shade","2023.06.21","2023.10.09","","2023.11.30",6,"HLE",8.025069638,0.592896944044915,0.0791041571587975,0.259106786,0.101980423,933.966060422593,0.933966060422593,7495.14267441982,178814.647714089,NA,NA,NA,2.11836167994135,0.557186931849485,1.44902439096763e-06,NA
"122",149,"B2","S4","S4-B2-149","APO","shade","apo_shade","2023.06.21","2023.10.09","","2023.11.28",13.5,"TL",19.37047354,1.55248791735705,0.16606020559504,0.530642035,0.128166717,482.639008085591,0.482639008085591,9348.94613549378,52705.8617277355,0.000836324417497952,0.4761904765,0.00153326143207958,1.96174863363717,1.20806016197455,1.00679889789329e-05,314.779331161407
"123",150,"C2","S2","S2-C2-150","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.28",9.5,"TL",10.51532033,6.53737909166524,0.450262522619679,0.506681347,0.243929801,1380.75098691778,1.38075098691778,14519.0389234041,123094.205347903,NA,NA,NA,2.18728476909842,0.823453253264283,4.11620795282734e-06,NA
"124",151,"A4","G4","G4-A4-151","APO","control","apo_control","2023.06.21","2023.10.09","","2023.11.16",7,"TL",9.615598886,1.05043510759619,0.411904277945605,0.535419935,0.058311501,265.214086515919,0.265214086515919,2550.19227485398,52323.8340081483,NA,NA,NA,1.24797219000801,0.779075533028483,1.02328115886275e-05,NA
"125",152,"B2","G1","G1-B2-152","APO","control","apo_control","2023.06.21","2023.10.09","","2023.12.4",8,"TL",15.29247911,3.13166235188952,0.250937832292172,1.126004481,0.27533796,816.076540276408,0.816076540276408,12479.833444338,394638.43348026,0.00109857923487463,0.3450226245,0.0031387978139275,2.02714025482818,1.10451214809101,2.85325600720114e-06,259.996530090376
"126",153,"B2","G2","G2-B2-153","APO","control","apo_control","2023.06.21","2023.10.09","","2023.12.2",8.5,"TL",10.88300836,3.14398450886524,0.261228089598123,0.908733107,0.288884966,1105.8890562369,1.1058890562369,12035.3998442587,620433.916491083,NA,NA,NA,2.38904530254353,0.616357225497218,1.46467348551707e-06,NA
"127",154,"A1","G4","G4-A1-154","APO","control","apo_control","2023.06.21","2023.10.09","","2023.11.16",8.5,"TL",6.593314763,1.45893508495561,0.291884488913878,0.051180629,-0.102909162,758.090653849291,0.758090653849291,4998.33029971685,10474.6250531768,NA,NA,NA,1.51668779050523,0.488154922593797,4.88615379931692e-06,NA
"128",155,"B3","G4","G4-B3-155","APO","control","apo_control","2023.06.23","2023.10.09","","2023.11.17",10,"TL",11.86908078,1.40622105433015,0.173230166249625,0.435087049,0.126104964,683.932100981488,0.683932100981488,8117.6453545844,309979.07379648,NA,NA,NA,1.60079793474959,0.340229188474464,1.40360135821833e-06,NA
"129",156,"C1","S4","S4-C1-156","SYM","shade","sym_shade","2023.06.23","2023.10.09","","2023.11.16",6.5,"TL",14.69637883,2.65843058393574,0.315669743984348,0.303286446,0.082055077,573.036160556778,0.573036160556778,8421.55649883112,89747.1648497237,0.000884571645190777,0.4426406925,0.00200200677597803,2.24545109933043,0.705112665968817,3.37934291860735e-06,286.230879651661
"130",157,"C2","G2","G2-C2-157","SYM","control","sym_control","2023.06.21","2023.10.09","","2023.12.2",10,"TL",10.30640669,3.19983108538242,0.320785373675924,2.543280517,0.67057804,967.843681593442,0.967843681593442,9974.99059484888,831198.197846392,NA,NA,NA,1.64945945869714,0.448708060161975,3.05977626466174e-06,NA
"131",158,"C1","S2","S2-C1-158","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.16",10.5,"TL",20.95821727,2.43941749213788,0.203800376074594,0.319418866,0.111835013,571.119270578168,0.571119270578167,11969.6417598612,148576.866528496,0.00135269138757239,0.6654411765,0.00205408692186919,1.86084529507313,0.779075533028483,2.14985598675779e-06,278.040458997936
"132",160,"A1","S2","S2-A1-160","APO","shade","apo_shade","2023.06.23","2023.10.09","","2023.12.4",6,"TL",5.866295265,2.07363665389108,0.692784588105304,0.229446344,0.110461538,510.235327605806,0.510235327605806,2993.19108636967,60728.2763493835,NA,NA,NA,1.36372269696861,0.438846344554019,3.7782456179053e-06,NA
"133",161,"A1","D4","D4-A1-161","APO","deep","apo_deep","2023.06.21","2023.10.10","","2023.11.28",11,"TL",18.79665738,1.94737111406582,0.105924858577125,0.196923311,0.09480409,978.070602240461,0.978070602240461,18384.4580037642,9692.54779277144,0.000643731476048217,0.313988095,0.00216527860125309,2.39404267951816,0.971378987383615,2.03169811705094e-05,451.706584859072
"134",162,"C1","G4","G4-C1-162","SYM","control","sym_control","2023.06.21","2023.10.09","","2023.11.16",10.5,"TL",17.68523677,2.92086018468349,0.228773860087175,1.214138396,0.399258862,721.927341509853,0.721927341509853,12767.4559653384,482393.880893459,0.000415600882000518,0.1833333335,0.0022561190737171,2.43140652054725,0.936862982755771,2.51690256466614e-06,319.986365046075
"135",163,"A4","D4","D4-A4-163","APO","deep","apo_deep","2023.06.21","2023.10.10","","2023.12.2",11.5,"TL",25.39275766,2.60970833492665,0.275082773981885,0.256132907,0.2129239,373.610187121766,0.373610187121766,9486.99294089025,12076.9343295107,0.00104163558579009,0.5227272725,0.00199269416412018,0.866388767008774,1.20312930417057,2.12084375067043e-05,187.489979068977
"136",166,"D3","D5","D5-D3-166","SYM","deep","sym_deep","2023.06.21","2023.10.10","","2023.11.28",7,"TL",6.941504178,3.38212814796415,0.511997769283621,0.287006718,0.360739537,951.630604833339,0.951630604833339,6605.74781936329,24580.4073043374,NA,NA,NA,2.44903691823435,0.61142636769324,1.16762393090759e-05,NA
"137",167,"A2","D5","D5-A2-167","APO","deep","apo_deep","2023.06.21","2023.10.10","","2023.12.4",9,"TL",11.82451253,5.93842508242806,0.697645133560167,0.037060724,-0.045877155,719.868991969537,0.719868991969537,8512.09991550226,2140.68021288654,NA,NA,NA,1.35312131975051,0.641011514517107,1.73125924072641e-05,NA
"138",168,"C3","D5","D5-C3-168","SYM","deep","sym_deep","2023.06.21","2023.10.10","","2023.12.2",11,"TL",12.16155989,NA,0.96165681539146,0.176096517,0.146730766,1220.55836371086,1.22055836371086,14843.89363951,217400.448282461,NA,NA,NA,2.13788364610849,0.744559528400639,8.10009907482821e-07,NA
"139",169,"C2","S5","S5-C2-169","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.28",12.5,"TL",15.7632312,NA,0.875329447713139,0.965842058,0.368420657,1575.12466254904,1.57512466254904,24829.0542245825,705756.317270789,NA,NA,NA,3.29881604477133,0.433915486750041,1.36852059891576e-06,NA
"140",170,"B4","G1","G1-B4-170","APO","control","apo_control","2023.06.23","2023.10.09","sample too small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.936862982755771,NA,NA
"141",171,"B1","S5","S5-B1-171","APO","shade","apo_shade","2023.06.23","2023.10.09","","2023.12.2",6.5,"TL",6.292479109,1.08059318819802,0.156714121708005,0.152467729,0.159879355,1095.80255849804,1.09580255849804,6895.31470693765,2905.25398389527,NA,NA,NA,1.90703851250561,0.537463500633574,5.24799999742454e-05,NA
"142",172,"C3","G2","G2-C3-172","SYM","control","sym_control","2023.06.21","2023.10.09","","2023.12.2",9.5,"TL",5.977715877,1.22060649961743,0.184549551099747,NA,0.69453577,1106.43884856177,1.10643884856177,6613.97707197726,NA,NA,NA,NA,2.50931966467566,0.399399482122197,NA,NA
"143",173,"C1","S1","S1-C1-173","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.28",8.5,"TL",8.601671309,3.44202046139348,0.297753078572914,0.449613689,0.344306635,1343.92286871546,1.34392286871546,11559.9827813387,63408.2199960752,NA,NA,NA,1.51133419692496,0.813591537656328,7.09077922433132e-06,NA
"144",174,"D3","S2","S2-D3-174","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.16",10.5,"TL",12.92200557,1.06588981046364,0.137081767338762,0.53007832,0.323218983,601.731423389156,0.601731423389156,7775.5768046787,104279.47831708,NA,NA,NA,2.3216210392022,0.882623546912016,5.08324675722105e-06,NA
"145",176,"A1","G1","G1-A1-176","APO","control","apo_control","2023.06.21","2023.10.09","","2023.12.2",10,"TL",13.71866295,5.88350323710726,0.243698757043067,0.763297174,0.067900203,1759.83072758877,1.75983072758877,24142.5246008436,612304.568646028,NA,NA,NA,2.47837563499583,0.897416120323949,1.24659722152304e-06,NA
"146",177,"D3","G2","G2-D3-177","SYM","control","sym_control","2023.06.21","2023.10.09","","2023.11.28",9,"HLE",11.90807799,0.780110519439377,0.0574892682049802,1.224101825,0.203930895,1139.53503851198,1.13953503851198,13569.6721109384,1314128.94785718,NA,NA,NA,2.6032748547694,0.862900115696105,9.31492930732575e-07,NA
"147",178,"B4","S2","S2-B4-178","APO","shade","apo_shade","2023.06.23","2023.10.09","","2023.11.28",9,"TL",5.576601671,2.90412239831707,0.417306238921159,1.412405882,0.274643069,1247.93054297921,1.24793054297921,6959.21155126977,NA,NA,NA,NA,3.40709290728181,0.488154922593797,NA,NA
"148",179,"D4","S5","S5-D4-179","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.17",11.5,"TL",17.19498607,NA,NA,0.665622813,0.193199488,730.648153559522,0.730648153559522,12563.4848225272,465930.395897669,NA,NA,NA,1.51206868642726,0.739628670596661,1.42858851635468e-06,NA
"149",180,"A3","D5","D5-A3-180","APO","deep","apo_deep","2023.06.21","2023.10.10","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",181,"D2","S4","S4-D2-181","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.16",11.5,"TL",15.96935933,4.74990316145293,0.367424378534754,1.393083699,0.106165029,809.523189682705,0.809523189682705,12927.5667020109,411823.816102959,NA,NA,NA,2.19169719189981,1.00096413420748,3.38271766840148e-06,NA
"151",182,"A3","S4","S4-A3-182","APO","shade","apo_shade","2023.06.21","2023.10.09","","2023.12.4",8.5,"TL",14.04735376,1.84867440749253,0.193564832650422,0.223119129,0.240964423,679.891251667826,0.679891251667826,9550.67293050714,34793.0299435984,0.00101898195521773,0.444444444,0.0022927093992399,2.34919690667775,0.690320092556884,6.41275362800221e-06,296.544887848948
"152",183,"A1","D1","D1-A1-183",NA,"deep",NA,NA,"2023.10.10","","2023.11.27",12.5,"TL",7.941504178,NA,NA,0.057451333,0.087554257,1534.35967077222,1.53435967077222,12185.1237359923,65419.7540359211,NA,NA,NA,1.76289021402061,0.680458376948928,8.78195490745108e-07,NA
"153",184,"C2","D1","D1-C2-184","SYM","deep","sym_deep","2023.06.21","2023.10.10","","2023.11.28",10,"TL",6.426183844,4.76418269141298,0.31302366405503,0.085613278,0.112275033,2368.41656704474,2.36841656704474,15219.8802790048,33554.1287386798,NA,NA,NA,2.33420026008207,0.522670927221641,2.55149757178194e-06,NA
"154",185,"C3","D4","D4-C3-185","SYM","deep","sym_deep","2023.06.21","2023.10.10","","2023.12.4",11,"TL",10.09470752,2.37756780572422,0.180656987065545,0.297509858,0.052004974,1303.7202404771,1.3037202404771,13160.6745155204,124405.123299699,NA,NA,NA,1.68405077277563,0.660734945733017,2.39145985397468e-06,NA
"155",186,"B2","G5","G5-B2-186","APO","control","apo_control","2023.06.21","2023.10.09","","2023.11.17",11.5,"TL",10.35097493,6.20771702879692,0.441063645253674,0.469094702,0.149735895,1359.7197092607,1.3597197092607,14074.4246223844,173594.759155696,0.00188871097961398,0.3861283645,0.00488842841782441,3.28471474715474,0.76428295961655,2.7022400001101e-06,278.150684236846
"156",187,"D3","S5","S5-D3-187","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.28",10.5,"TL",19.25348189,0.471166484377883,0.0304763311465996,0.558349007,0.152590582,802.975742109994,0.802975742109994,15460.0789088241,648973.524445453,0.00174513888926508,0.5242456895,0.00332667100766157,2.07754629674415,0.867830973500083,8.60357142422888e-07,241.375158607714
"157",188,"A3","D2","D2-A3-188","APO","deep","apo_deep","2023.06.21","2023.10.10","","2023.11.17",6.5,"TL",6.60724234,1.27343998101041,0.15023300955382,NA,-0.118372001,1282.90021343497,1.28290021343497,8476.43260820257,2459.42242826831,NA,NA,NA,1.66483979759701,0.621288083301196,NA,NA
"158",189,"D2","G4","G4-D2-189","SYM","control","sym_control","2023.06.21","2023.10.09","","2023.11.17",10,"TL",10.41225627,5.57333007384258,0.573909632665192,2.186125601,0.467718031,932.666551238051,0.932666551238051,9711.16314594767,1216114.90071402,NA,NA,NA,2.68913857610998,0.754421244008595,1.7976307992908e-06,NA
"159",190,"A3","G1","G1-A3-190","APO","control","apo_control","2023.06.21","2023.10.09","","2023.11.30",8,"HLE",11.86629526,4.26446868729096,0.413619834984295,0.61462036,0.152229484,868.857236287456,0.868857236287456,10310.1165045745,373326.291225287,NA,NA,NA,1.34835680803715,0.616357225497218,1.64633559019582e-06,NA
"160",192,"B3","S4","S4-B3-192","APO","shade","apo_shade","2023.06.21","2023.10.09","","2023.11.28",6.5,"HLE",14.60445682,4.2275022163638,0.365490836653156,0.18320549,0.081425486,791.99409192285,0.79199409192285,11566.6435171824,45897.8042293257,NA,NA,NA,1.98569521327805,0.621288083301196,3.99159596142387e-06,NA
"161",193,"A4","G2","G2-A4-193","APO","control","apo_control","2023.06.21","2023.10.09","","2023.12.4",7,"TL",4.855153203,0.90883431567101,0.252512179813103,0.068664157,-0.021806727,741.309297811908,0.741309297811908,3599.17021168517,27934.2369497624,NA,NA,NA,2.26563396458903,0.557186931849485,2.45806452932605e-06,NA
"162",194,"D2","D2","D2-D2-194","SYM","deep","sym_deep","2023.06.23","2023.10.10","","2023.11.17",14,"TL",12.58495822,0.43942092327027,0.0222751257802243,0.112402704,0.138776782,1567.50447414602,1.56750447414602,19726.9783167907,68484.5340710237,0.000889951305694521,0.2315789475,0.00378229304920172,2.46325807826162,1.02561842322737,1.64128595638002e-06,414.432317579637
"163",195,"D1","S2","S2-D1-195","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.11.16",8,"TL",8.108635097,0.812106522258009,0.145478093014786,0.466186145,0.006684232,688.442450978005,0.688442450978005,5582.32862026495,351066.071212552,NA,NA,NA,2.58983167312209,0.537463500633574,1.32791569230781e-06,NA
"164",196,"D1","D2","D2-D1-196","SYM","deep","sym_deep","2023.06.21","2023.10.10","","2023.11.17",11.5,"TL",11.24791086,8.56503306960848,0.362161245255015,0.059521424,-0.064718685,2102.59294789652,2.10259294789652,23649.7780528047,91697.5839191528,NA,NA,NA,2.66716196219926,0.798798964244394,6.49105695658005e-07,NA
"165",198,"A1","S4","S4-A1-198","APO","shade","apo_shade","2023.06.23","2023.10.09","","2023.11.16",6.5,"TL",5.818941504,1.9045749393055,0.325419916977247,0.936816286,0.127957121,1005.79609278713,1.00579609278713,5852.66862888009,432543.348746473,NA,NA,NA,2.92149353766729,0.389537766514242,2.16583213847798e-06,NA
"166",199,"A4","D5","D5-A4-199","APO","deep","apo_deep","2023.06.23","2023.10.10","","2023.12.2",10,"TL",11.75487465,NA,NA,0.064824171,-0.020587204,2097.8212983913,2.0978212983913,24659.6264006899,1063.38862575621,NA,NA,NA,1.78649289127043,0.650873230125062,6.09600003516132e-05,NA
"167",200,"A3","G2","G2-A3-200","APO","control","apo_control","2023.06.21","2023.10.09","","2023.12.2",10.5,"TL",20.8913649,NA,NA,0.713227095,0.178887905,516.194191050635,0.516194191050635,10784.0012044991,179051.250021486,0.00120624000014475,0.459770115,0.00251300000030156,1.38813333349991,1.02561842322737,3.98336842057463e-06,205.409546752364
"168",201,"D1","S5","S5-D1-201","SYM","shade","sym_shade","2023.06.21","2023.10.09","","2023.12.2",6,"TL",9.526462396,NA,NA,0.248266345,0.076381974,503.95798216309,0.50395798216309,4800.93676624072,45662.2806995647,NA,NA,NA,1.15467836251773,0.320505757258553,5.43701149387325e-06,NA
